COMISIÓN NACIONAL DEL AGUA
COORDINACIÓN GENERAL DEL SERVICIO METEOROLÓGICO NACIONAL
BASE DE DATOS CLIMATOLÓGICA NACIONAL 

REGISTRO DIARIO HISTÓRICO
EMISIÓN   : 01/05/2026 

DATOS DISPONIBLES EN LA BASE DE DATOS A: MAY DE 2026; 
CON LA INFORMACIÓN SUMINISTRADA POR LAS UNIDADES ADMINISTRATIVAS 

 ESTACIÓN  : 30261 
 NOMBRE    : E.T.A. 175 TLACOLULA 
 ESTADO    : VERACRUZ DE IGNACIO DE LA LLAVE 
 MUNICIPIO : CHICONTEPEC 
 SITUACIÓN : SUSPENDIDA 
 CVE-OMM   :   
 LATITUD   : 20.91666667 ° 
 LONGITUD  : -98.16666667 ° 
 ALTITUD   : 640 msnm 




FECHA		PRECIP	EVAP	TMAX	TMIN
		(mm)	(mm)	(°C )	(°C)
1973-10-26	0	NULO	NULO	NULO
1976-03-15	0	4.4	27	13.5
1976-03-16	36	2.3	22	14
1976-03-17	0	1.5	23	13
1976-03-18	0	2.4	24	13
1976-03-19	0	3	26.5	15
1976-03-20	0	6.3	31	12
1976-03-21	5.2	0.9	23	17.5
1976-03-22	2.5	4.9	16	13.5
1976-03-23	0	2.1	23	13
1976-03-24	0	5.4	22	15
1976-03-25	0	4.8	30	17.5
1976-03-26	0	5.7	33	17
1976-03-27	0	5	27	18.5
1976-03-28	0	1.9	25	17
1976-03-29	0	4.9	34	10.5
1976-03-30	2.8	7.6	30	16
1976-03-31	0	3.5	26	13
1976-04-01	2.5	1.2	18	11.5
1976-04-02	0	4	19	11
1976-04-03	0	6.1	25	9
1976-04-04	0	5.4	27	12
1976-04-05	0	4.2	27.5	17
1976-04-06	1	5.4	30	17
1976-04-07	0	5.7	28	16.5
1976-04-08	0	5.8	27	17
1976-04-09	0	5.5	26	15.5
1976-04-10	0	4.2	27	13
1976-04-11	0	6	22	14
1976-04-12	0	6.1	28.5	16
1976-04-13	0	7.2	27	17
1976-04-14	0	5.9	28	18
1976-04-15	0	3.6	28.5	18.5
1976-04-16	0	6.2	34	16
1976-04-17	0	1	32	18
1976-04-18	0	0.7	30	21.5
1976-04-19	30	3.2	28	17
1976-04-20	0	1.1	33	18
1976-04-21	0	1.6	28	18
1976-04-22	0	2.2	27	19
1976-04-23	0	1.8	29	19
1976-04-24	1	2.5	31	19
1976-04-25	0	4.5	28	17
1976-04-26	0	5.5	29	15
1976-04-27	0	6.8	30	18
1976-04-28	0	4.2	30	21
1976-04-29	40	0.9	30	21
1976-04-30	48	1	27	15
1976-05-01	0	1.8	19	16.5
1976-05-02	0	0.4	20	15
1976-05-03	0	1.5	22	16
1976-05-04	0	3.1	23	17
1976-05-05	0	1.3	25	17
1976-05-06	0	2.8	30	16.5
1976-05-07	1	1.4	30	17
1976-05-08	0	2.5	25	18
1976-05-09	0	4	29	19
1976-05-10	0	1.2	30	19
1976-05-11	0	4.9	27	17
1976-05-12	0	8.4	27	15
1976-05-13	26	2.6	30	18
1976-05-14	0	5.7	29	14
1976-05-15	0	5.7	33	15
1976-05-16	0	5.5	35	14.5
1976-05-17	10.5	6	30	20
1976-05-18	0	4.3	25	16
1976-05-19	11	4.7	28	17
1976-05-20	0	4	27	17
1976-05-21	0	5.3	29	17
1976-05-22	0	4.9	30	16.5
1976-05-23	0	5.9	30	17
1976-05-24	0	3.2	30	20
1976-05-25	0	5.9	31	21
1976-05-26	0	6.2	31	19
1976-05-27	2.3	5	30	21.5
1976-05-28	0	6.2	30	18.5
1976-05-29	0	6.4	30	21
1976-05-30	0	7	33	21
1976-05-31	0	3	35	21
1976-06-01	0	5	29	22
1976-06-02	0	6.7	29	19
1976-06-03	0	5.2	30	18
1976-06-04	0	4.7	31	16
1976-06-05	0	4.4	32	17
1976-06-06	0	8.6	41	16
1976-06-07	0	6.2	30	15
1976-06-08	2	4.7	30	17
1976-06-09	2.3	2.6	28	18
1976-06-10	0	7.2	30	17
1976-06-11	0	4	30	18
1976-06-12	0	6	32	20
1976-06-13	0	5	31	18
1976-06-14	0	4.7	30	17
1976-06-15	0	5.5	30	17
1976-06-16	6	5.1	30	21
1976-06-17	0	6.5	32	19
1976-06-18	0	7.9	30	21
1976-06-19	22	6.7	30	20
1976-06-20	18	4.4	25	19
1976-06-21	21	5.6	25	17
1976-06-22	0	6	26	16
1976-06-23	0	4.6	30	17
1976-06-24	6.5	2	30	20
1976-06-25	25	3	30	20
1976-06-26	84	2	25	19
1976-06-27	75	0.3	24	18.5
1976-06-28	57.5	2	25	16
1976-06-29	17	2.6	24	19
1976-06-30	57	2	25	18
1976-07-01	29.5	6.8	26	18
1976-07-02	0	6.7	27	18
1976-07-03	1	3.1	26	19
1976-07-04	3	1.2	28	20
1976-07-05	10.5	1.7	24	20
1976-07-06	85	5.7	25	18
1976-07-07	116	1	24	18
1976-07-08	11	2	26	19
1976-07-09	28	7.4	26	18
1976-07-10	14	1.1	24	17
1976-07-11	18	3.5	26	19
1976-07-12	40	3	24	18
1976-07-13	3	5.8	26	19
1976-07-14	2	4	25	17
1976-07-15	2.5	2.4	23	18
1976-07-16	1	2.8	25	19
1976-07-17	0	4.6	28	20
1976-07-18	1	4	29	19
1976-07-19	14	4.8	29	18
1976-07-20	5.5	2.6	27	17
1976-07-21	0	2.8	27	18
1976-07-22	0	3.7	28	18
1976-07-23	0	3.1	28	17
1976-07-24	0	3.6	23	19
1976-07-25	0	4	24	17
1976-07-26	0	2	23	18
1976-07-27	0	5	25	15
1976-07-28	35	1.9	24	18
1976-07-29	0	4.7	23	18
1976-07-30	0	3.7	25	16
1976-07-31	32.5	6.4	25	19
1976-08-01	0	2.8	34	18
1976-08-02	0	4.3	35	18
1976-08-03	24.1	3.2	33	19
1976-08-04	0	4.6	30	19
1976-08-05	0	3.5	33	19
1976-08-06	0	1.1	30	19
1976-08-07	0	1.5	28	19
1976-08-08	0	2.6	30	17
1976-08-09	12	6.9	29	18
1976-08-10	0	7.5	31	20
1976-08-11	0	8.5	30	18
1976-08-12	18	5.3	30	18
1976-08-13	7	4.7	31	17
1976-08-14	0	4	30	16
1976-08-15	0	2	30	18
1976-08-16	0	3	30	19
1976-08-17	1	4	28	18
1976-08-18	2	1.7	27	17
1976-08-19	1.5	1.5	26	17
1976-08-20	2.5	2.5	28	19
1976-08-21	0	3.3	25	19
1976-08-22	0	2.6	25	16
1976-08-23	0	1.4	27.5	18
1976-08-24	5.5	3.3	30.5	18
1976-08-25	1	2.8	29	19
1976-08-26	0	3	28	18
1976-08-27	0	4.4	29	16
1976-08-28	12.1	2.9	29	18
1976-08-29	0	3.1	25	18
1976-08-30	0	2.9	24	17
1976-08-31	30.5	6.2	24	16
1976-09-01	0	5.5	25	17
1976-09-02	0	1.7	26	17.5
1976-09-03	5	3.3	28	16
1976-09-04	0	3.9	30	15
1976-09-05	5	3.1	26	17
1976-09-06	0	1.5	30	17
1976-09-07	0	4.8	30	17
1976-09-08	30	4.7	25	17.5
1976-09-09	5	7	25	18
1976-09-10	33	1.3	25	18
1976-09-11	0	1.6	27	17.5
1976-09-12	0	6.1	30	17.5
1976-09-13	5.5	0.5	29	18
1976-09-14	9.5	4.4	30	19
1976-09-15	0	1.4	25	18.5
1976-09-16	124	2.4	28	14.5
1976-09-17	6	5.3	28.5	18
1976-09-18	0	3.1	28	19
1976-09-19	0	3.6	28	18.5
1976-09-20	0	3.8	29.5	19
1976-09-21	0	3.4	28	20
1976-09-22	0	5.1	29	19
1976-09-23	0	4.3	30	17
1976-09-24	0	3.9	30	18
1976-09-25	0	2.9	30	19.5
1976-09-26	0	5.8	31	20
1976-09-27	0	5.2	30.5	21.5
1976-09-28	4.5	3.1	31	19
1976-09-29	51	5.5	26.5	18
1976-09-30	1.5	1.9	20	17.5
1976-10-01	2.5	3	23	18
1976-10-02	0	3.2	25.5	18
1976-10-03	0	1.8	27	18.5
1976-10-04	0	5.2	26	19.5
1976-10-05	34	3.7	30	19
1976-10-06	50	5.2	25	19
1976-10-07	13	3.1	14.5	11.5
1976-10-08	17	5.6	13.5	9.5
1976-10-09	0	1.7	18	9.5
1976-10-10	0	2.8	21.5	10
1976-10-11	0	4.9	23	8
1976-10-12	0	2.8	25.5	10
1976-10-13	0	4	27.5	13
1976-10-14	0	2.5	28	10.5
1976-10-15	0	5	28	10
1976-10-16	3	2.5	27	17.5
1976-10-17	0	1.3	20	16
1976-10-18	0	3.6	25	12
1976-10-19	5	4.1	26	13
1976-10-20	5	1.8	13	10.5
1976-10-21	3	0.7	16	10
1976-10-22	0	1	23.5	12.5
1976-10-23	0	3.1	25	14
1976-10-24	0	1.9	27	15
1976-10-25	0	1.9	25	16
1976-10-26	0	2.3	27	17.5
1976-10-27	0	3.1	27.5	17.5
1976-10-28	1.5	1.5	27.5	17
1976-10-29	5	4.3	21.5	14.5
1976-10-30	2	0.9	19.5	13
1976-10-31	1	1.1	20	12.5
1976-11-01	0	1.6	18	14.5
1976-11-02	0	2	20	13
1976-11-03	0	1.1	18	13
1976-11-04	0	1.5	20	10
1976-11-05	0	1.5	21	12.5
1976-11-06	1	2	21	12
1976-11-07	14.5	2	17	12
1976-11-08	1	3.6	14	12.5
1976-11-09	5	2.3	23	10
1976-11-10	0	4.4	25	11
1976-11-11	2	3.7	25.5	14
1976-11-12	3	2.9	22	16
1976-11-13	1	2.2	13	10.5
1976-11-14	2	1.3	11	7
1976-11-15	6.5	1.7	14	7.5
1976-11-16	1.5	1.3	15	9
1976-11-17	1	0.8	10.5	9.5
1976-11-18	0	0.7	16	9
1976-11-19	0	1.2	22.5	9.5
1976-11-20	0	1.2	20	13.5
1976-11-21	4.5	3.6	18	14.5
1976-11-22	10.5	3.4	14.1	13.5
1976-11-23	2	3.1	15	12
1976-11-24	1	1	21	11.5
1976-11-25	0	2.1	21.5	13
1976-11-26	0	2.7	25	13.5
1976-11-27	0	0.6	28	13.5
1976-11-28	7	1.2	14.5	9
1976-11-29	0	0.7	5	2
1976-11-30	0	2.8	6.5	3
1976-12-01	2	2	15	4.5
1976-12-02	0	0.2	10.5	7
1976-12-03	0	2.7	16	7.5
1976-12-04	0	1.7	21	9.5
1976-12-05	0	2.5	22.5	12
1976-12-06	0	2.6	24	12
1976-12-07	2	0.6	14.5	12.5
1976-12-08	0	2.3	15	8.5
1976-12-09	0	0.4	18.5	9.5
1976-12-10	0	1.7	22	6
1976-12-11	1	1.8	21	8
1976-12-12	1	1	15	12
1976-12-13	0	0.6	14	11
1976-12-14	0	1.3	15.5	11
1976-12-15	0	1.2	16	12
1976-12-16	1	0.7	17	11
1976-12-17	0	0.3	16	11.5
1976-12-18	0	1.9	22.5	11.5
1976-12-19	0	3	23	12
1976-12-20	0.5	3.2	20	12
1976-12-21	0	1.9	10	5
1976-12-22	0	0.6	15	7
1976-12-23	0	0.5	13.5	9.5
1976-12-24	0	1.9	18	9.5
1976-12-25	0	3	20	7
1976-12-26	0	3	14	12
1976-12-27	0	2.8	19	2.5
1976-12-28	0	2.9	22	5
1976-12-29	0	3.2	22	7
1976-12-30	0	3.2	19	7
1976-12-31	0	3.2	19	8.5
1977-01-01	0	0.3	14	8.5
1977-01-02	1	1.9	19	10.5
1977-01-03	0	0.8	15	10
1977-01-04	0	2	22	10.5
1977-01-05	0	0.5	22	10
1977-01-06	0	2.9	18	11
1977-01-07	0	2.1	21	11
1977-01-08	0	2.1	22	8
1977-01-09	0	3.5	30	8
1977-01-10	1.5	1.2	14	8.5
1977-01-11	0	0.5	15	9
1977-01-12	0	2	16	9
1977-01-13	0	1.4	13	11
1977-01-14	0	1.2	20	11
1977-01-15	3.5	1.2	15	10
1977-01-16	15	2.3	12.1	11
1977-01-17	5	2.5	11	8.5
1977-01-18	0	0.1	11	7
1977-01-19	0	1.2	13.5	8
1977-01-20	0	1	14	6.5
1977-01-21	0	1.1	12	8
1977-01-22	0	2.3	19	9
1977-01-23	0	0.7	20	9.5
1977-01-24	0	3.7	23.5	14.5
1977-01-25	11	0.9	13.1	12.5
1977-01-26	0	2.4	20	10
1977-01-27	0	2.6	25	8
1977-01-28	0	1.5	27	9
1977-01-29	2.5	3.2	17.5	9
1977-01-30	0	0.6	18.5	11
1977-01-31	0	1.4	15	9
1977-02-01	0	1	23	7
1977-02-02	0	2.3	23	7.5
1977-02-03	0	4	23	9
1977-02-04	12	4.8	18	9
1977-02-05	8	6.1	15.5	12
1977-02-06	0	4.8	21	8
1977-02-07	4	4.6	16	12
1977-02-08	1	0.9	16	12
1977-02-09	0	0.5	14	9.5
1977-02-10	0.5	0.4	18	10
1977-02-11	0	2.9	24	12
1977-02-12	3	1.8	23.5	13
1977-02-13	0	2.7	20	11
1977-02-14	0	4.4	22.5	6.5
1977-02-15	0	2.6	20	7.5
1977-02-16	0	2.1	17	8
1977-02-17	0	3.1	18	6.5
1977-02-18	0	3.5	23	6.5
1977-02-19	0	3.5	26	9
1977-02-20	0	3.1	23.5	10
1977-02-21	0	3.2	20	12
1977-02-22	0	2.3	25.5	12.5
1977-02-23	0	7.1	34	11
1977-02-24	0	6	27.5	11
1977-02-25	0	5.9	29	13.5
1977-02-26	0	6.6	29	16.5
1977-02-27	0.5	4.3	23	12.5
1977-02-28	0	0.1	13	11
1977-03-01	0	2.35	24	14.5
1977-03-02	0	2.75	25	14
1977-03-03	0	7.45	29	13.5
1977-03-04	0	4.4	21	14.5
1977-03-05	0	6.2	25	14
1977-03-06	2	0.7	15	11.5
1977-03-07	0	4.7	17	9
1977-03-08	0	2.4	21	9.5
1977-03-09	0	3.6	22	6
1977-03-10	0	3.3	25	9
1977-03-11	0	7.6	34	11
1977-03-12	0	5.2	25	12
1977-03-13	0	3.55	25.5	7
1977-03-14	0	4.1	30	10
1977-03-15	0	3.85	30	12
1977-03-16	0	3.5	26	12
1977-03-17	0	5.06	29	15.5
1977-03-18	0	5.04	33	12.5
1977-03-19	0	5.85	35	14
1977-03-20	0	4.35	30	14
1977-03-21	0	4.5	29	15.5
1977-03-22	0.01	2.15	20	18.5
1977-03-23	0.01	0.5	20	13
1977-03-24	0	1.65	25	14
1977-03-25	0.01	5.55	29	15
1977-03-26	0	3.85	29	17.5
1977-03-27	0	6.7	34.5	19
1977-03-28	0	5.2	28	11
1977-03-29	0.01	3.6	20	12.5
1977-03-30	0	5.25	34	12.5
1977-03-31	0	5.5	24	13
1977-04-01	0	6.1	28.5	19
1977-04-02	0	5.9	37	19.5
1977-04-03	0	9.1	37	18
1977-04-04	0	6.2	37	15.5
1977-04-05	0	2.7	25	13.5
1977-04-06	0	4.4	25	10
1977-04-07	0	4.5	25	9.5
1977-04-08	0	3.4	25	10
1977-04-09	0	3.5	25.5	10.5
1977-04-10	0	5.3	25	13
1977-04-11	0	5.3	25	14
1977-04-12	0	3	24	14.5
1977-04-13	0	3.6	26	15
1977-04-14	0	6.3	30	17
1977-04-15	0	5.7	32	16
1977-04-16	0	7.2	33	17
1977-04-17	0	6.1	31.5	18
1977-04-18	0	4.9	30	20
1977-04-19	0	3.1	26	20
1977-04-20	0	5.9	30	18.5
1977-04-21	11.5	6.4	33.5	18
1977-04-22	1	3.7	33	16
1977-04-23	0	6.4	26	17
1977-04-24	0	5.6	27	15
1977-04-25	0	8.1	28	16
1977-04-26	4.5	5.7	25	15.5
1977-04-27	4.5	1.4	29.5	16
1977-04-28	0	4.7	27	15
1977-04-29	0	5.3	27	16
1977-04-30	0	4	28	18.5
1977-05-01	0	6.2	31	19
1977-05-02	0	6.1	31	20
1977-05-03	0	4.4	31	20
1977-05-04	0	7	30	19.5
1977-05-05	0	5.5	28	18
1977-05-06	0	5.3	33	19.5
1977-05-07	0	6	31	20
1977-05-08	0	5.7	32.5	20.5
1977-05-09	0	6.2	33	19
1977-05-10	24	7.9	33	18
1977-05-11	0	3.5	27	17
1977-05-12	4	0.2	26	20
1977-05-13	2	3	27	18.5
1977-05-14	0	6	29	18.5
1977-05-15	0	6.8	31	20
1977-05-16	0	5.3	29	20
1977-05-17	0	6.2	32.5	19.5
1977-05-18	0	5.1	31	20
1977-05-19	0	5.1	31.5	20.5
1977-05-20	0	3.6	30	20
1977-05-21	20	9.4	31	21.5
1977-05-22	0	5.8	29.5	20
1977-05-23	0	4.3	30.5	19.5
1977-05-24	0	4	32	19
1977-05-25	0	5.9	31	18.5
1977-05-26	0	6.1	31.5	20
1977-05-27	0	6.8	32	19
1977-05-28	0	7.1	35	21
1977-05-29	0	7	34	20.5
1977-05-30	0	4.8	31	21
1977-05-31	0	4.4	33	20
1977-06-01	0	6	32	17
1977-06-02	0	5.9	34	17.5
1977-06-03	0	5.9	33	18.5
1977-06-04	12	3.8	31	19
1977-06-05	5	2.3	29	16
1977-06-06	0.01	2.1	30	19
1977-06-07	0	9.1	32	16.5
1977-06-08	0	7.8	32	18.5
1977-06-09	0	6.1	33	17
1977-06-10	0	7.9	34	19
1977-06-11	0	6.2	34.5	20
1977-06-12	6	10.5	35	20
1977-06-13	3	8.2	31	20
1977-06-14	6	11	31	18
1977-06-15	0	3.7	31	18.5
1977-06-16	0	5.5	29.5	19
1977-06-17	20	7.7	30	20
1977-06-18	0	7.6	30	20
1977-06-19	0	2.5	28	19
1977-06-20	0.01	1.9	25	20
1977-06-21	3.5	2.6	27	19
1977-06-22	0	3.6	25	21
1977-06-23	3.3	3.8	30	20
1977-06-24	0.01	6.1	30	20
1977-06-25	0	7.1	31	18
1977-06-26	0	6.8	31	18.5
1977-06-27	0	7.4	32	19
1977-06-28	0	4.9	31	19
1977-06-29	0	4.8	31.5	18
1977-06-30	0	3.2	31	20
1977-07-01	0	3.1	30.5	20.5
1977-07-02	0	0.4	29	19
1977-07-03	37.5	1.8	30	18
1977-07-04	15	4.3	29.5	17
1977-07-05	0	7	28	17
1977-07-06	0	2.7	28	18
1977-07-07	0	1	29	18
1977-07-08	0	6	28	20
1977-07-09	7.5	5.4	30	19
1977-07-10	10	2.7	29.5	16
1977-07-11	5.5	2.7	29	19.5
1977-07-12	0	6.4	29	18
1977-07-13	0	4.4	27.5	18.5
1977-07-14	4	4.6	28	19
1977-07-15	0	3.2	29	16
1977-07-16	17	3	30	18.5
1977-07-17	0	4.6	29.5	20
1977-07-18	0	4.1	31	20.5
1977-07-19	0	5.8	29	19
1977-07-20	0	4.4	30.5	21
1977-07-21	0	2	35	20.5
1977-07-22	2	5.3	30	20.5
1977-07-23	3.5	1.7	28	19.5
1977-07-24	5	2.7	29.5	18
1977-07-25	0	1	29	18
1977-07-26	0	3.1	28	19
1977-07-27	0	5.2	28	18
1977-07-28	0	4.7	30	18
1977-07-29	0	5.6	31.5	18
1977-07-30	0	4.3	30	18.5
1977-07-31	0	4.9	26	19.5
1977-08-01	0	5.1	29	18.5
1977-08-02	0	5.9	30.5	20.5
1977-08-03	0	4.1	31	19
1977-08-04	4	1.7	30	20.5
1977-08-05	9	8	32	19
1977-08-06	0	7.3	33	18
1977-08-07	7	3.6	33.5	20
1977-08-08	0	6.3	32	18.5
1977-08-09	0	4.3	29	19
1977-08-10	0	6.7	29.5	19.5
1977-08-11	29	6.2	30.5	18
1977-08-12	0	5.7	31.5	17.5
1977-08-13	0	5.6	32.5	18
1977-08-14	0	4.7	33	19
1977-08-15	0	4.9	31.5	19.5
1977-08-16	7	7	29	20
1977-08-17	12	2	29.5	19.5
1977-08-18	0	4.8	30.5	18.5
1977-08-19	0	5.8	32.5	19
1977-08-20	0	5.9	32	19.5
1977-08-21	0	4.3	31.5	19.5
1977-08-22	0	2.2	33	19
1977-08-23	11	3.4	31.5	18
1977-08-24	0	5.9	29.5	18.5
1977-08-25	0	3.3	31	19
1977-08-26	0	4.3	30	20
1977-08-27	0	5.4	31.5	18
1977-08-28	13	3.6	29	17
1977-08-29	0	4.3	30	18
1977-08-30	0	5.1	39	19
1977-08-31	0	6.2	32	20
1977-09-01	4	1.8	32	19
1977-09-02	62	0.6	31	19
1977-09-03	0	2.2	26	18.5
1977-09-04	0	5.8	30	18
1977-09-05	0	6.1	32	18
1977-09-06	0	4.3	32	18
1977-09-07	0	4.2	32	20
1977-09-08	0	6.4	33	19
1977-09-09	0	5.4	31	18.5
1977-09-10	8	1.8	31	19
1977-09-11	0	5.4	31	17.5
1977-09-12	0	7.7	32	19
1977-09-13	0	6.1	30	20.5
1977-09-14	7.5	3.9	27	20
1977-09-15	0	5.5	30	16
1977-09-16	0	4.3	30	16.5
1977-09-17	0	4.2	30	18
1977-09-18	0	5.2	31	19
1977-09-19	0	6.7	31	18
1977-09-20	0	3.9	30	19
1977-09-21	1	4.1	27	18.5
1977-09-22	1	2.7	27	19
1977-09-23	0	4.3	30	17.5
1977-09-24	0	5.9	32	18
1977-09-25	0	6.3	33	19
1977-09-26	0	5.2	33	21
1977-09-27	13.5	6.7	32.5	21
1977-09-28	0	5.2	31	18
1977-09-29	0	5.4	32	18
1977-09-30	0	4.7	32.5	19
1977-10-01	3	3.2	32	19
1977-10-02	41.5	2	28.5	20
1977-10-03	0	4.3	30	19
1977-10-04	0	4.8	28	18
1977-10-05	12	4.5	27.5	19
1977-10-06	6	7.3	24	19
1977-10-07	0	2.8	30	17
1977-10-08	0	5.2	30	16
1977-10-09	0	4.9	31	19
1977-10-10	0	5.6	31	19
1977-10-11	13	4.8	30	20
1977-10-12	29	4.4	14.1	13
1977-10-13	0	2.8	21	11.5
1977-10-14	0	3.7	25	11.5
1977-10-15	0	2.9	25	11.5
1977-10-16	0	2.8	24.5	13
1977-10-17	0	4.4	27	11.5
1977-10-18	0	4	27	18
1977-10-19	0.5	3.1	25.5	18
1977-10-20	0	1.9	27	17
1977-10-21	0	1.8	29	15
1977-10-22	0	3.6	28	15
1977-10-23	1.5	3.3	28.5	19
1977-10-24	24	3.4	27.5	19
1977-10-25	23	1.3	20	18
1977-10-26	2.5	0.8	20.5	18
1977-10-27	0	1.3	25.5	17
1977-10-28	5	2.8	28	17.5
1977-10-29	0	3.3	28	17
1977-10-30	0	4.3	29.5	18
1977-10-31	0	3.5	29	18.5
1977-11-01	11	7	29	20
1977-11-02	0	4.2	21	13
1977-11-03	0	3	25	15
1977-11-04	0	4.2	24	11
1977-11-05	0	3.8	25	9.5
1977-11-06	0	3	25	11
1977-11-07	0	3.8	27	16
1977-11-08	0	2.7	29	18
1977-11-09	5.5	3.4	26.5	19.5
1977-11-10	0	1.7	15	9
1977-11-11	2	1	13	10
1977-11-12	8	0.4	24	11.5
1977-11-13	0	1.6	20	12.5
1977-11-14	0	2.5	23.5	10
1977-11-15	0	2.7	24	12
1977-11-16	0	2.5	27	12
1977-11-17	2	2.2	26	13
1977-11-18	0	3.3	27	16
1977-11-19	0	1.8	28	16
1977-11-20	0	1.6	27	16.5
1977-11-21	10	3.4	27.5	19
1977-11-22	0	1.9	24	17
1977-11-23	0	2.2	25	17
1977-11-24	1.5	1.1	28	18
1977-11-25	0	3.4	21.5	14
1977-11-26	1	1.3	25	15.5
1977-11-27	0	2.8	20	12.5
1977-11-28	0	3.8	21.5	12
1977-11-29	0	1.7	19	13
1977-11-30	0	4.4	27	12.5
1977-12-01	0	2.7	25	16
1977-12-02	0	2.1	27	17.5
1977-12-03	0	1.4	26	17
1977-12-04	0	1.5	29	15
1977-12-05	0	0.3	28	16
1977-12-06	5.5	6.6	21	17
1977-12-07	0	1.5	17	12
1977-12-08	0	1.6	25	12
1977-12-09	45	0.4	25	13
1977-12-10	11	0.8	14	8.5
1977-12-11	1.5	0.1	17.5	11
1977-12-12	0	1.4	22	14
1977-12-13	0	2.9	22	14
1977-12-14	0	1.7	21.5	14.5
1977-12-15	0	3.1	22	10
1977-12-16	0	0.2	23.5	11
1977-12-17	0	1.5	19.5	10.5
1977-12-18	0	2.3	15	10
1977-12-19	0	2.5	14.5	12
1977-12-20	0	2.2	23	11.5
1977-12-21	0	1.8	13	7
1977-12-22	0	0.8	10	-1
1977-12-23	0	1.2	13.5	2
1977-12-24	0	1.2	11	1.5
1977-12-25	0	3.5	20	3
1977-12-26	0	3	16.5	5
1977-12-27	0	2.4	18.5	9.5
1977-12-28	0	1.2	20	13.5
1977-12-29	0	3.8	22.5	15
1977-12-30	0	2.5	25	14.5
1977-12-31	1	3.5	25.5	15
1978-01-01	1.5	1	12.5	12
1978-01-02	0	0.6	12	5
1978-01-03	0	2.5	22	6.5
1978-01-04	0	2.3	23	11
1978-01-05	0	3	24	11
1978-01-06	0	0.9	25	13.5
1978-01-07	0	2.6	23.5	16
1978-01-08	0	3.3	20.5	16
1978-01-09	1.5	0.2	15	8
1978-01-10	0	3	22	9
1978-01-11	0	3.8	23.5	9.5
1978-01-12	0	2.7	24.5	8.5
1978-01-13	0	3.3	20.5	14.5
1978-01-14	0	1.5	17	11.5
1978-01-15	0	2.7	22	11
1978-01-16	0	2.8	27	9
1978-01-17	0	1.9	23	10.5
1978-01-18	0	1.6	19.5	12.5
1978-01-19	1.5	0.4	11.6	11
1978-01-20	2.5	0.9	9	5
1978-01-21	1	0.6	15	7
1978-01-22	0	0.6	11	5
1978-01-23	0	1.1	13	6.5
1978-01-24	0	3.4	25	9
1978-01-25	0	3.2	18.5	10
1978-01-26	0	1.9	16	7
1978-01-27	1	2	15	8.5
1978-01-28	6.5	1.9	14	10
1978-01-29	3	0.9	16	12
1978-01-30	1	1	16.5	12.5
1978-01-31	4	0.4	15	12.5
1978-02-01	0	0.7	14	10
1978-02-02	2.5	0.1	13	10
1978-02-03	2	0.9	10	8.5
1978-02-04	2.5	0.6	11	7.5
1978-02-05	0	0.6	14	8
1978-02-06	0	3.2	17.5	7.5
1978-02-07	6.5	1.8	13.6	8
1978-02-08	0	1.2	14	12
1978-02-09	0	3.9	13	11
1978-02-10	1	0.4	12.5	10.5
1978-02-11	0	1.5	14.5	11
1978-02-12	0	4.6	13.1	12
1978-02-13	0	3.7	14.5	11
1978-02-14	5.5	0.8	13.5	12
1978-02-15	0	1.2	13	11
1978-02-16	0	1.7	12	11
1978-02-17	0	2.3	15.5	10
1978-02-18	2	0.5	11.6	10
1978-02-19	1	2.5	11	6
1978-02-20	0	1.6	14	6.5
1978-02-21	0	2.1	15.5	6
1978-02-22	1	3.1	9	6.5
1978-02-23	5	4.3	9.5	7.5
1978-02-24	0	1.9	17.5	7
1978-02-25	0	3.8	18	8
1978-02-26	0	4.9	19	10
1978-02-27	0	3.3	17	11
1978-02-28	0	3.4	25	14
1978-03-01	0	5.3	25	13
1978-03-02	0	2.8	19.1	17
1978-03-03	1.5	6.6	30	15
1978-03-04	2.5	0.6	13.1	12.5
1978-03-05	0	1.6	20	9.5
1978-03-06	0	4.4	27	12.5
1978-03-07	0	5.7	30	15
1978-03-08	0	3.2	20	17.5
1978-03-09	0	4.9	27	10
1978-03-10	0	5.3	16.5	8
1978-03-11	0	7.8	20	11.5
1978-03-12	0	6.3	16	11
1978-03-13	0	6.4	22	13
1978-03-14	0	5.9	16.1	13
1978-03-15	0	4.5	14	13
1978-03-16	12	2.5	15.5	11
1978-03-17	2	1	13.5	12
1978-03-18	0	1.5	16	12.5
1978-03-19	0	1.4	20	12
1978-03-20	0	3	30	12
1978-03-21	0	4.8	30.5	17
1978-03-22	0	2.8	27	17.5
1978-03-23	0	3	28	19
1978-03-24	0	4.2	29.5	18.5
1978-03-25	11.5	1.2	24	21
1978-03-26	12	1.1	16.5	14.5
1978-03-27	0	4.7	26	12
1978-03-28	0	4.5	26.5	12.5
1978-03-29	0	4.2	25	14.5
1978-03-30	0	2.5	25	16
1978-03-31	0	4.3	27.5	17.5
1978-04-01	0	0.2	28	14
1978-04-02	0	5.85	29	16.5
1978-04-03	0	5	32	18
1978-04-04	0	4.55	30	20
1978-04-05	0	6.4	30	21
1978-04-06	0	4.5	30	15
1978-04-07	0	3.45	29	18.5
1978-04-08	1	4.5	29	18
